City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,linxia chengguanzhen,35.6003,103.2064,52.75,70,44,3.29,CN,1715121867
365,sikandra,26.3667,79.65,84.54,47,61,14.36,IN,1715121867
366,sao paulo de olivenca,-3.3783,-68.8725,79.84,86,100,3.11,BR,1715121867
367,cidreira,-30.1811,-50.2056,72.54,86,42,7.14,BR,1715121868
368,luderitz,-26.6481,15.1594,61.54,87,0,16.71,NA,1715121868
369,amerongen,52.0025,5.4597,53.87,85,1,1.01,NL,1715121868
370,brisas de zicatela,15.8369,-97.0419,84.69,69,83,11.88,MX,1715121858
371,yambio,4.5721,28.3955,74.84,62,64,3.8,SS,1715121868
372,nelson bay,-32.7167,152.15,64.99,94,95,1.01,AU,1715121868
373,yuzhno-kurilsk,44.0306,145.8556,37.38,95,100,21.59,RU,1715121868
374,buchanan,5.8808,-10.0467,80.98,87,35,7.29,LR,1715121868
375,papao,-17.75,-149.55,85.68,75,72,17.09,PF,1715121868
376,marsh harbour,26.5412,-77.0636,76.32,73,88,9.06,BS,1715121868
377,broome,42.2506,-75.833,71.65,63,57,1.77,US,1715121868
378,tangalle,6.024,80.7911,78.64,90,80,6.15,LK,1715121868
379,polyarnyy,69.1989,33.4478,21.25,72,92,5.5,RU,1715121869
380,watsa,3.0372,29.5355,66.94,80,94,2.68,CD,1715121869
381,abepura,-2.6333,140.5833,79.61,89,40,2.3,ID,1715121869
382,barra de santo antonio,-9.4047,-35.5072,76.28,83,95,10.8,BR,1715121869
383,tenno,39.9,139.9667,45.61,77,100,17.4,JP,1715121869
384,kone,-21.0595,164.8658,77.92,54,9,7.2,NC,1715121869
385,alta,69.9689,23.2717,27.66,64,0,0.0,NO,1715121869
386,puerto deseado,-47.7503,-65.8938,39.33,91,100,14.03,AR,1715121797
387,sicuani,-14.2694,-71.2261,56.08,73,100,0.18,PE,1715121869
388,alexandroupoli,40.8475,25.8744,61.32,77,0,0.0,GR,1715121869
389,hassi messaoud,31.6804,6.0729,80.46,36,40,13.8,DZ,1715121869
390,geri,35.1,33.4167,61.07,88,0,6.91,CY,1715121869
391,sogod,10.3847,124.9814,81.75,80,70,2.08,PH,1715121870
392,danilovka,50.3557,44.1168,58.08,64,0,13.0,RU,1715121870
393,sivagiri,9.3333,77.4333,81.75,73,66,4.21,IN,1715121870
394,viedma,-40.8135,-62.9967,55.36,95,100,7.0,AR,1715121630
395,naudero,27.6648,68.3622,89.62,14,0,2.68,PK,1715121870
396,fort bragg,35.139,-79.006,87.64,53,75,12.66,US,1715121870
397,gore,-46.1028,168.9436,42.12,96,80,7.45,NZ,1715121870
398,klaksvik,62.2266,-6.589,47.32,84,99,19.24,FO,1715121870
399,quellon,-43.1167,-73.6167,42.08,81,59,3.56,CL,1715121870
400,san antonio oeste,-40.7319,-64.9477,59.18,71,100,7.36,AR,1715121870
401,jiazi,22.8779,116.067,75.09,82,99,6.49,CN,1715121870
402,haifa,32.8156,34.9892,62.29,79,0,3.56,IL,1715121846
403,ha'il,27.5219,41.6907,68.02,32,0,4.61,SA,1715121871
404,palmeiras de goias,-16.805,-49.9258,72.54,58,0,5.41,BR,1715121871
405,nuku'alofa,-21.1333,-175.2,80.94,83,75,4.61,TO,1715121871
406,tindouf,27.6711,-8.1474,86.45,11,0,4.61,DZ,1715121871
407,saint-philippe,-21.3585,55.7679,74.79,73,40,15.17,RE,1715121830
408,uttar char fasson,22.2332,90.7132,82.2,79,100,3.2,BD,1715121871
409,dandong,40.1292,124.3947,56.59,64,0,1.23,CN,1715121871
410,mandi,31.7167,76.9167,62.82,34,0,8.41,IN,1715121871
411,burang,30.25,81.1667,33.55,65,100,2.19,CN,1715121871
412,juankoski,63.0667,28.35,26.56,73,11,10.51,FI,1715121871
413,salmon arm,50.6998,-119.3024,63.72,27,100,5.75,CA,1715121871
414,khovd,48.0056,91.6419,52.07,53,91,1.57,MN,1715121866
415,hithadhoo,-0.6,73.0833,84.33,78,89,10.98,MV,1715121872
416,al bayda,32.7627,21.7551,60.08,49,52,5.3,LY,1715121872
417,alofi,-19.0595,-169.9187,78.69,94,75,8.05,NU,1715121872
418,steinkjer,64.193,11.3851,40.14,97,100,3.65,NO,1715121872
419,bovalino,38.149,16.174,69.35,62,100,5.57,IT,1715121872
420,taltal,-25.4,-70.4833,61.56,77,100,3.13,CL,1715121872
421,acarau,-2.8856,-40.12,79.11,90,35,9.33,BR,1715121872
422,basco,20.4487,121.9702,82.89,71,27,12.01,PH,1715121872
423,safford,32.834,-109.7076,86.92,7,0,19.57,US,1715121872
424,cabedelo,-6.9811,-34.8339,79.47,81,100,9.62,BR,1715121872
425,undurkhaan,47.3194,110.6556,53.47,57,91,16.64,MN,1715121873
426,paita,-5.0892,-81.1144,71.31,74,82,19.69,PE,1715121873
427,kawalu,-7.3817,108.2082,71.13,95,56,1.9,ID,1715121873
428,grande prairie,55.1667,-118.8027,59.18,17,75,24.16,CA,1715121873
429,turuntayevo,52.2,107.6167,42.89,83,17,2.51,RU,1715121873
430,labrador city,52.9463,-66.9114,39.11,75,75,21.99,CA,1715121666
431,ingeniero guillermo n. juarez,-23.9,-61.85,89.64,47,9,12.41,AR,1715121835
432,weligama,5.9667,80.4167,79.77,88,80,5.01,LK,1715121873
433,gaspe,48.8334,-64.4819,48.42,57,75,5.75,CA,1715121873
434,dzitbalche,20.3167,-90.05,107.33,17,14,5.64,MX,1715121873
435,la ronge,55.1001,-105.2842,62.85,34,40,13.8,CA,1715121873
436,padang,-0.9492,100.3543,78.85,88,100,8.39,ID,1715121873
437,ponta delgada,37.7333,-25.6667,65.19,94,75,8.05,PT,1715121873
438,louisville,38.2542,-85.7594,81.55,75,75,12.66,US,1715121801
439,san patricio,28.017,-97.5169,88.52,68,82,11.68,US,1715121874
440,zinjibar,13.1287,45.3807,85.14,74,97,6.6,YE,1715121874
441,bandarbeyla,9.4942,50.8122,83.37,81,35,8.68,SO,1715121874
442,mirny,62.5353,113.9611,26.24,87,80,13.0,RU,1715121862
443,kapa'a,22.0752,-159.319,82.38,74,20,14.97,US,1715121874
444,loango,-4.6719,11.8312,80.26,94,20,6.91,CG,1715121840
445,kailua-kona,19.6406,-155.9956,82.36,74,40,9.22,US,1715121131
446,el abiodh sidi cheikh,32.893,0.5484,66.51,32,3,16.62,DZ,1715121874
447,tuy hoa,13.0833,109.3,80.47,85,84,3.18,VN,1715121724
448,lauro de freitas,-12.8944,-38.3272,82.42,74,75,13.8,BR,1715121874
449,bezhetsk,57.7851,36.6965,27.84,88,32,6.58,RU,1715121874
450,dzhetygara,52.1908,61.2006,48.92,54,61,8.5,KZ,1715121874
451,mayna,54.1135,47.6231,51.21,87,80,14.83,RU,1715121875
452,akureyri,65.6835,-18.0878,40.93,70,75,18.41,IS,1715121875
453,mount pearl,47.5166,-52.7813,48.45,92,40,1.99,CA,1715121875
454,haiku-pauwela,20.9219,-156.3051,78.82,74,40,21.85,US,1715121875
455,coquimbo,-29.9533,-71.3436,64.13,67,75,12.66,CL,1715121875
456,varto,39.1732,41.4559,41.5,90,99,3.04,TR,1715121875
457,lubao,14.9167,120.55,80.67,66,50,3.24,PH,1715121875
458,mossel bay,-34.1831,22.146,60.73,90,90,9.01,ZA,1715121875
459,fortuna,40.5982,-124.1573,59.94,66,0,18.41,US,1715121869
460,dawei,14.0833,98.2,77.76,84,99,3.22,MM,1715121875
461,altamira,-3.2033,-52.2064,81.05,71,85,2.62,BR,1715121626
462,ternate,0.8,127.4,82.08,79,68,6.11,ID,1715121875
463,hami,42.8,93.45,73.36,26,42,7.45,CN,1715121876
464,puerto san jose,13.9256,-90.8244,88.79,66,42,13.15,GT,1715121876
465,reshetylivka,49.565,34.0782,40.24,79,55,13.67,UA,1715121876
466,amga,60.8953,131.9608,43.9,70,100,7.16,RU,1715121876
467,lukolela,-1.0605,17.1821,77.88,69,59,2.3,CD,1715121876
468,dame-marie,18.5667,-74.4167,81.99,78,19,4.85,HT,1715121876
469,antofagasta,-23.65,-70.4,61.88,86,94,8.1,CL,1715121832
470,raja,8.4596,25.678,84.54,29,48,1.88,SS,1715121876
471,dunedin,-45.8742,170.5036,56.8,58,29,4.0,NZ,1715121796
472,dolores,-36.3132,-57.6792,61.95,98,100,5.14,AR,1715121876
473,remire-montjoly,4.9167,-52.2667,82.44,83,75,5.75,GF,1715121876
474,mil'kovo,55.6078,37.7956,36.91,76,63,10.38,RU,1715121876
475,san ignacio,17.1561,-89.0714,104.14,31,0,6.91,BZ,1715121831
476,katutura,-22.521,17.0557,64.6,40,17,5.75,NA,1715121877
477,easton,40.6884,-75.2207,79.16,53,0,9.22,US,1715121798
478,lakatoro,-16.0999,167.4164,81.25,65,93,8.08,VU,1715121877
479,daru,-9.0763,143.2092,79.9,88,99,16.08,PG,1715121877
480,winnemucca,40.973,-117.7357,50.05,25,100,23.64,US,1715121877
481,sile,41.1754,29.6133,61.47,61,4,1.01,TR,1715121877
482,ancud,-41.8697,-73.8203,45.03,74,26,8.16,CL,1715121813
483,tolanaro,-25.0319,46.9987,73.47,88,40,6.91,MG,1715121834
484,tocoa,15.6833,-86.0,91.02,56,6,4.88,HN,1715121877
485,ta`u,-14.2336,-169.5144,83.97,81,81,10.67,AS,1715121877
486,bossangoa,6.4926,17.4552,76.24,72,95,3.96,CF,1715121877
487,ciudad lazaro cardenas,17.9583,-102.2,82.18,57,98,14.0,MX,1715121808
488,caleta de carquin,-11.0925,-77.6267,67.46,88,85,10.56,PE,1715121878
489,port blair,11.6667,92.75,78.84,89,20,2.3,IN,1715121878
490,yanbu,24.0891,38.0637,73.44,60,0,3.44,SA,1715121878
491,letterkenny,54.95,-7.7333,47.89,88,100,1.57,IE,1715121878
492,choibalsan,48.0667,114.5,53.11,53,100,23.94,MN,1715121878
493,gao,16.6362,1.637,89.11,25,100,7.54,ML,1715121878
494,oxapampa,-10.5775,-75.4017,62.87,96,79,0.56,PE,1715121878
495,puerto real,36.5282,-6.1901,66.36,72,0,4.61,ES,1715121878
496,agat village,13.3886,144.6585,84.36,80,0,10.36,GU,1715121878
497,rio grande,-32.035,-52.0986,71.71,94,95,5.93,BR,1715121646
498,novyy urgal,51.0736,132.5642,53.04,44,94,1.72,RU,1715121879
499,ormara,25.2088,64.6357,81.14,79,0,7.49,PK,1715121879
500,mandan,46.8267,-100.8896,52.81,92,75,4.61,US,1715121804
501,villa gesell,-37.2639,-56.973,63.05,98,100,14.03,AR,1715121879
502,flying fish cove,-10.4217,105.6791,76.68,94,100,11.5,CX,1715121879
503,glace bay,46.1969,-59.957,52.79,80,40,8.05,CA,1715121879
504,berovo,41.7031,22.8578,52.72,81,100,1.25,MK,1715121622
505,sainte catherine de la jacques cartier,46.8524,-71.6206,65.37,31,20,8.05,CA,1715121879
506,kristiansund,63.1115,7.732,46.45,93,100,10.36,NO,1715121879
507,mariehamn,60.0973,19.9348,35.82,75,0,2.3,AX,1715121879
508,flin flon,54.7682,-101.865,62.44,36,40,14.97,CA,1715121879
509,adi keyh,14.8444,39.3772,62.87,67,17,2.71,ER,1715121879
510,verkhneyarkeyevo,55.4505,54.3145,54.99,72,86,22.37,RU,1715121880
511,sawang wirawong,15.2416,105.0922,76.82,72,89,5.48,TH,1715121880
512,el granada,37.5027,-122.4694,74.43,66,0,16.11,US,1715121880
513,tiassale,5.8983,-4.8283,77.68,92,87,2.59,CI,1715121880
514,glendive,47.1053,-104.7125,49.75,93,100,10.36,US,1715121880
515,luanda,-8.8368,13.2343,80.6,92,20,4.61,AO,1715121880
516,zouerate,22.7187,-12.4521,90.9,8,24,6.85,MR,1715121880
517,carupano,10.6678,-63.2585,82.63,76,89,12.57,VE,1715121880
518,gostyn,51.8825,17.0123,49.66,82,100,8.99,PL,1715121880
519,toma,12.7667,-2.8833,88.59,34,96,4.45,BF,1715121880
520,tralee,52.2704,-9.7026,50.49,87,100,3.11,IE,1715121880
521,formosa do rio preto,-11.0483,-45.1931,76.23,54,4,3.22,BR,1715121880
522,sao joao da barra,-21.6403,-41.0511,77.09,89,0,10.94,BR,1715121881
523,bridgewater,44.3835,-64.5155,64.02,41,11,17.27,CA,1715121881
524,guajara mirim,-10.7828,-65.3394,80.19,79,76,3.44,BR,1715121881
525,corowa,-36.0333,146.3833,53.58,50,0,4.23,AU,1715121881
526,al majaridah,19.1236,41.9111,85.21,49,0,1.07,SA,1715121881
527,intendente alvear,-35.2338,-63.592,60.01,82,99,5.77,AR,1715121664
528,mykolayiv,46.9659,31.9974,55.04,95,100,3.67,UA,1715121881
529,smithers,54.7804,-127.1743,50.32,34,75,4.61,CA,1715121881
530,rumyantsevo,55.9728,36.5342,26.87,86,6,6.51,RU,1715121881
531,surin,14.8818,103.4936,77.38,73,99,3.02,TH,1715121881
532,thetford-mines,46.0937,-71.3054,60.91,65,77,3.4,CA,1715121881
533,nha trang,12.25,109.1833,80.6,88,82,4.32,VN,1715121666
534,makoua,0.0069,15.6333,78.3,75,65,1.25,CG,1715121882
535,barclayville,4.6797,-8.2339,80.62,86,64,5.3,LR,1715121882
536,bankim,6.083,11.4905,73.27,79,100,1.41,CM,1715121882
537,waingapu,-9.6567,120.2641,77.94,82,0,7.05,ID,1715121882
538,tianpeng,30.9866,103.9393,68.47,65,100,8.52,CN,1715121882
539,olenino,56.2092,33.4889,28.92,79,24,5.84,RU,1715121882
540,sao vicente,-23.9631,-46.3919,90.27,26,3,2.64,BR,1715121657
541,anton lizardo,19.05,-95.9833,93.42,71,19,12.53,MX,1715121882
542,aripuana,-9.1667,-60.6333,76.41,97,91,2.13,BR,1715121882
543,seminole,28.7086,-81.2081,91.76,57,20,9.22,US,1715121883
544,kununurra,-15.7667,128.7333,75.18,53,31,4.61,AU,1715121883
545,saint-francois,46.4154,3.9054,53.04,87,0,9.22,FR,1715121883
546,colby,39.3958,-101.0524,70.09,20,77,14.0,US,1715121883
547,petropavlovka,50.6114,105.3196,44.67,65,82,3.65,RU,1715121883
548,blackwater,-23.5833,148.8833,71.17,64,6,11.88,AU,1715121883
549,morondava,-20.2833,44.2833,74.14,62,0,8.88,MG,1715121883
550,kani keli,-12.9536,45.1033,81.66,71,28,17.76,YT,1715121883
551,golyshmanovo,56.3979,68.3728,38.57,68,90,4.79,RU,1715121883
552,kandyagash,49.4744,57.4233,58.69,43,100,15.5,KZ,1715121883
553,pemba,-12.974,40.5178,75.9,94,40,7.0,MZ,1715121883
554,ilhabela,-23.7781,-45.3581,75.65,69,2,4.61,BR,1715121884
555,manadhoo,5.7667,73.3833,84.45,78,89,9.84,MV,1715121884
556,shingu,33.7333,135.9833,66.96,60,63,3.42,JP,1715121850
557,raduzhnyy,62.0961,77.475,35.06,98,100,11.63,RU,1715121884
558,kayangel,8.0823,134.7173,83.08,74,79,10.09,PW,1715121835
559,barah,13.7,30.3667,80.71,16,77,11.41,SD,1715121884
560,neiafu,-18.65,-173.9833,83.08,89,75,5.75,TO,1715121884
561,mao,39.8885,4.2658,55.96,88,20,2.3,ES,1715121884
562,yulinshi,38.2906,109.7494,64.9,22,13,4.09,CN,1715121884
563,vilyuysk,63.7553,121.6247,37.0,85,87,10.0,RU,1715121884
564,borogontsy,62.6683,131.1683,41.7,73,88,9.84,RU,1715121885
565,chignahuapan,19.8333,-98.0333,73.49,45,93,4.92,MX,1715121885
566,garachico,28.7781,-17.7646,66.49,73,100,8.05,ES,1715121885
567,kralendijk,12.15,-68.2667,85.98,74,20,17.27,BQ,1715121885
568,derzhavinsk,51.1,66.3167,49.28,54,44,6.87,KZ,1715121681
569,serdar,38.9764,56.2757,66.92,69,7,7.72,TM,1715121885
570,batticaloa,7.7102,81.6924,82.87,80,86,7.38,LK,1715121885
571,san antonio de pale,-1.4014,5.6325,81.75,81,100,6.15,GQ,1715121885
